date,port_ret,active_positions,wealth,dd
2020-05-20,0.14921976031087852,5,1.0866164573920456,0.0
2020-05-27,-0.022347577322168372,5,1.0623332120909361,-0.02234757732216841
2020-06-03,0.04207800382453036,5,1.1070340730522241,0.0
2020-06-10,0.010795146926566496,4,1.1189846685235383,0.0
2020-06-17,0.01681995360795837,5,1.1378059387361208,0.0
2020-06-24,0.003965852566220891,5,1.1423183093381188,0.0
2020-07-01,-0.034766377166583304,5,1.1026040401513761,-0.03476637716658315
2020-07-08,0.041515411524562354,5,1.1483791006269057,0.0
2020-07-15,0.01837578669155938,5,1.1694814700210707,0.0
2020-07-22,-0.06649248080137382,5,1.0917197458281322,-0.06649248080137382
2020-07-29,-0.11082787270276173,5,0.9707267688104007,-0.16995113330619005
2020-08-05,-0.061164956239528764,5,0.9113523084755734,-0.22072103591418735
2020-08-12,-0.05384744663030263,5,0.8622783136835318,-0.26268321834291564
2020-08-19,0.04609151512704529,5,0.9020220276223995,-0.22869917074774382
2020-08-26,-0.026884459775217813,5,0.8777716527044247,-0.24943517686636818
2020-09-02,0.11718550932210788,5,0.9806337708951012,-0.16147985578819568
2020-09-09,0.06798060840320783,5,1.047297851261282,-0.10447674622633163
2020-09-16,-0.016991093626549374,5,1.0295031154156176,-0.11969266567595227
2020-09-23,-0.12584933260782033,5,0.8999408354228903,-0.23047875619040303
2020-09-30,0.01967260913662901,5,0.9176450197242562,-0.2153402655386042
2020-10-07,0.0004925132677135069,5,0.9180969720715216,-0.21495381020874138
2020-10-14,0.014306119249877144,5,0.931231376836928,-0.2037228458009258
2020-10-21,-0.046399763166286044,5,0.8880224614986801,-0.24066991717048714
2020-10-28,-0.015543129550616163,5,0.874219813335749,-0.25247228301958635
2020-11-04,0.06748281966573978,5,0.9332146313473021,-0.2020270048994549
2020-11-11,0.1012827783940519,5,1.0277332020481378,-0.12120608287224854
2020-11-18,-0.040764639202459436,5,0.9858380288702571,-0.15702979983727738
2020-11-25,0.011715604332046494,5,0.9973877171519857,-0.14715389450846483
2020-12-02,0.0018332560015928922,5,0.9992161841703695,-0.1455904092671374
2020-12-09,-0.003795828979873657,5,0.9954233304213369,-0.1488336019523232
2020-12-16,0.07378454654133022,5,1.068870189473136,-0.08603067524115793
2020-12-23,-0.03650750809164848,5,1.0298484023820238,-0.11939741776030977
2020-12-30,-0.061122166329893,5,0.9669018370370552,-0.17322175526249728
2021-01-06,-0.06467666285915216,5,0.9043658529051147,-0.2266950130566664
2021-01-13,0.02288899250419978,5,0.9250658761333141,-0.20899484100706012
2021-01-20,-0.0031635091065795166,5,0.9221394218099804,-0.21149719303088566
2021-01-27,0.07099366532756138,5,0.9876054793073091,-0.1555184886430776
2021-02-03,-0.016820185495993217,5,0.9709937719485009,-0.16972282431203778
2021-02-10,0.045783670251711185,5,1.0154494306198563,-0.131709687882818
2021-02-17,-0.08035260538764903,4,0.9338554232301461,-0.20147907669428855
2021-02-24,-0.09414175260986365,4,0.8459406370030341,-0.27665323590993474
2021-03-03,-0.09429721314885398,4,0.7661707924442817,-0.34486281990386947
2021-03-10,0.16440737461120308,4,0.8921349209338311,-0.2371534361140777
2021-03-17,-0.175797803911292,5,0.7352995610410895,-0.37126018676649786
2021-03-24,0.0817227175163033,4,0.7953902393579123,-0.3198778606183631
2021-03-31,0.02427573219239107,4,0.8146989197970067,-0.3033673977046185
2021-04-07,0.11280122923340137,4,0.9065979594052332,-0.2247863838416363
2021-04-14,-0.022520270659172906,4,0.8861811279803735,-0.24224440429619887
2021-04-21,-0.10700089232698806,4,0.7913589565231367,-0.32332492920227396
2021-04-28,0.02217706420620205,4,0.8089089749121033,-0.3083182627104565
2021-05-05,-0.024411187602563764,4,0.7891625461721264,-0.32520303536069883
2021-05-12,-0.023543575755747736,4,0.7705828379827242,-0.3410901688174328
2021-05-19,-0.0030409075973965236,4,0.7682395667762791,-0.3430938527290752
2021-05-26,-0.006263113364711637,4,0.7634279952783023,-0.347208130399409
2021-06-02,0.01673963613935816,4,0.7762075021378607,-0.33628063202756375
2021-06-09,0.03240050624985946,4,0.8013570181620662,-0.31477578849742016
2021-06-16,-0.006518189320545178,4,0.7961336214043383,-0.31924220963501526
2021-06-23,0.023376081269940358,4,0.8147441056400181,-0.30332876020229826
2021-06-30,-0.038038228969181055,5,0.7837526827983924,-0.3298289003379665
2021-07-07,-0.0008432934313941764,5,0.7830917493091509,-0.3303940512242217
2021-07-14,0.062122579118067775,5,0.8317394284623147,-0.2887964026934696
2021-07-21,-0.07757334773589326,5,0.7672186165525544,-0.3439668466583474
2021-07-28,0.026070763805360813,5,0.7872205918917717,-0.3268635612690911
2021-08-04,-0.04632931578108696,5,0.7507492005006436,-0.35804951190281165
2021-08-11,0.005372486685096195,5,0.75478259058418,-0.3546006414530185
2021-08-18,0.07256679153818897,5,0.8095547414917563,-0.3077660807424589
2021-08-25,0.09477893199079056,5,0.8862834752784255,-0.24215688918743006
2021-09-01,-0.04918455243011005,4,0.8426920192206537,-0.27943106340498847
2021-09-08,-0.017502282574668758,4,0.8279429853768356,-0.29204266454780303
2021-09-15,-0.013397501212761505,4,0.8168506182261521,-0.3015275238081072
2021-09-22,-0.10744548653288907,4,0.7290837061261519,-0.376575238842377
2021-09-29,-0.016016922793559263,1,0.7174060286950873,-0.3865605851094317
2021-10-06,0.0,0,0.7174060286950873,-0.3865605851094317
2021-10-13,0.0,0,0.7174060286950873,-0.3865605851094317
2021-10-20,0.0,0,0.7174060286950873,-0.3865605851094317
2021-10-27,0.0,0,0.7174060286950873,-0.3865605851094317
2021-11-03,0.0,0,0.7174060286950873,-0.3865605851094317
2021-11-10,0.0,0,0.7174060286950873,-0.3865605851094317
2021-11-17,0.0,0,0.7174060286950873,-0.3865605851094317
2021-11-24,0.0,0,0.7174060286950873,-0.3865605851094317
2021-12-01,0.0,0,0.7174060286950873,-0.3865605851094317
2021-12-08,0.0,0,0.7174060286950873,-0.3865605851094317
2021-12-15,0.0,0,0.7174060286950873,-0.3865605851094317
2021-12-22,0.0,0,0.7174060286950873,-0.3865605851094317
2021-12-29,0.0,0,0.7174060286950873,-0.3865605851094317
2022-01-05,0.0,0,0.7174060286950873,-0.3865605851094317
2022-01-12,0.0,0,0.7174060286950873,-0.3865605851094317
2022-01-19,0.0,0,0.7174060286950873,-0.3865605851094317
2022-01-26,0.0,0,0.7174060286950873,-0.3865605851094317
2022-02-02,0.0,0,0.7174060286950873,-0.3865605851094317
2022-02-09,0.0,0,0.7174060286950873,-0.3865605851094317
2022-02-16,0.0,0,0.7174060286950873,-0.3865605851094317
2022-02-23,0.0,0,0.7174060286950873,-0.3865605851094317
2022-03-02,0.0,0,0.7174060286950873,-0.3865605851094317
2022-03-09,0.0,0,0.7174060286950873,-0.3865605851094317
2022-03-16,0.0,0,0.7174060286950873,-0.3865605851094317
2022-03-23,0.0,0,0.7174060286950873,-0.3865605851094317
2022-03-30,0.0,0,0.7174060286950873,-0.3865605851094317
2022-04-06,0.0,0,0.7174060286950873,-0.3865605851094317
2022-04-13,0.0,0,0.7174060286950873,-0.3865605851094317
2022-04-20,0.0,0,0.7174060286950873,-0.3865605851094317
2022-04-27,0.0,0,0.7174060286950873,-0.3865605851094317
2022-05-04,0.0,0,0.7174060286950873,-0.3865605851094317
2022-05-11,0.0,0,0.7174060286950873,-0.3865605851094317
2022-05-18,0.0,0,0.7174060286950873,-0.3865605851094317
2022-05-25,0.0,0,0.7174060286950873,-0.3865605851094317
2022-06-01,0.0,0,0.7174060286950873,-0.3865605851094317
2022-06-08,0.0,0,0.7174060286950873,-0.3865605851094317
2022-06-15,0.0,0,0.7174060286950873,-0.3865605851094317
2022-06-22,0.0,0,0.7174060286950873,-0.3865605851094317
2022-06-29,0.0,0,0.7174060286950873,-0.3865605851094317
2022-07-06,0.0,0,0.7174060286950873,-0.3865605851094317
2022-07-13,0.0,0,0.7174060286950873,-0.3865605851094317
2022-07-20,0.0,0,0.7174060286950873,-0.3865605851094317
2022-07-27,0.0,0,0.7174060286950873,-0.3865605851094317
2022-08-03,0.0,0,0.7174060286950873,-0.3865605851094317
2022-08-10,0.0,0,0.7174060286950873,-0.3865605851094317
2022-08-17,0.0,0,0.7174060286950873,-0.3865605851094317
2022-08-24,0.0,0,0.7174060286950873,-0.3865605851094317
2022-08-31,0.0,0,0.7174060286950873,-0.3865605851094317
2022-09-07,0.0,0,0.7174060286950873,-0.3865605851094317
2022-09-14,0.0,0,0.7174060286950873,-0.3865605851094317
2022-09-21,0.0,0,0.7174060286950873,-0.3865605851094317
2022-09-28,0.0,0,0.7174060286950873,-0.3865605851094317
2022-10-05,0.0,0,0.7174060286950873,-0.3865605851094317
2022-10-12,0.0,0,0.7174060286950873,-0.3865605851094317
2022-10-19,0.0,0,0.7174060286950873,-0.3865605851094317
2022-10-26,0.0,0,0.7174060286950873,-0.3865605851094317
2022-11-02,0.0,0,0.7174060286950873,-0.3865605851094317
2022-11-09,0.0,0,0.7174060286950873,-0.3865605851094317
2022-11-16,0.0,0,0.7174060286950873,-0.3865605851094317
2022-11-23,0.0,0,0.7174060286950873,-0.3865605851094317
2022-11-30,0.0,0,0.7174060286950873,-0.3865605851094317
2022-12-07,0.0,0,0.7174060286950873,-0.3865605851094317
2022-12-14,0.0,0,0.7174060286950873,-0.3865605851094317
2022-12-21,0.0,0,0.7174060286950873,-0.3865605851094317
2022-12-28,0.0,0,0.7174060286950873,-0.3865605851094317
2023-01-04,0.0,0,0.7174060286950873,-0.3865605851094317
2023-01-11,0.0,0,0.7174060286950873,-0.3865605851094317
2023-01-18,0.0,0,0.7174060286950873,-0.3865605851094317
2023-01-25,0.0,0,0.7174060286950873,-0.3865605851094317
2023-02-01,0.0,0,0.7174060286950873,-0.3865605851094317
2023-02-08,0.0,0,0.7174060286950873,-0.3865605851094317
2023-02-15,0.0,0,0.7174060286950873,-0.3865605851094317
2023-02-22,0.0,0,0.7174060286950873,-0.3865605851094317
2023-03-01,0.0,0,0.7174060286950873,-0.3865605851094317
2023-03-08,0.0,0,0.7174060286950873,-0.3865605851094317
2023-03-15,0.0,0,0.7174060286950873,-0.3865605851094317
2023-03-22,0.0,0,0.7174060286950873,-0.3865605851094317
2023-03-29,0.0,0,0.7174060286950873,-0.3865605851094317
2023-04-05,0.0,0,0.7174060286950873,-0.3865605851094317
2023-04-12,0.0,0,0.7174060286950873,-0.3865605851094317
2023-04-19,0.0,0,0.7174060286950873,-0.3865605851094317
2023-04-26,0.0,0,0.7174060286950873,-0.3865605851094317
2023-05-03,0.0,0,0.7174060286950873,-0.3865605851094317
2023-05-10,0.0,0,0.7174060286950873,-0.3865605851094317
2023-05-17,0.0,0,0.7174060286950873,-0.3865605851094317
2023-05-24,0.0,0,0.7174060286950873,-0.3865605851094317
2023-05-31,0.0,0,0.7174060286950873,-0.3865605851094317
2023-06-07,0.0,0,0.7174060286950873,-0.3865605851094317
2023-06-14,0.0,0,0.7174060286950873,-0.3865605851094317
2023-06-21,0.0,0,0.7174060286950873,-0.3865605851094317
2023-06-28,0.0,0,0.7174060286950873,-0.3865605851094317
2023-07-05,0.0,0,0.7174060286950873,-0.3865605851094317
2023-07-12,0.0,0,0.7174060286950873,-0.3865605851094317
2023-07-19,0.0,0,0.7174060286950873,-0.3865605851094317
2023-07-26,0.0,0,0.7174060286950873,-0.3865605851094317
2023-08-02,0.0,0,0.7174060286950873,-0.3865605851094317
2023-08-09,0.0,0,0.7174060286950873,-0.3865605851094317
2023-08-16,0.0,0,0.7174060286950873,-0.3865605851094317
2023-08-23,0.0,0,0.7174060286950873,-0.3865605851094317
2023-08-30,0.0,0,0.7174060286950873,-0.3865605851094317
2023-09-06,0.0,0,0.7174060286950873,-0.3865605851094317
2023-09-13,0.0,0,0.7174060286950873,-0.3865605851094317
2023-09-20,0.0,0,0.7174060286950873,-0.3865605851094317
2023-09-27,0.0,0,0.7174060286950873,-0.3865605851094317
2023-10-04,0.0,0,0.7174060286950873,-0.3865605851094317
2023-10-11,0.0,0,0.7174060286950873,-0.3865605851094317
2023-10-18,0.0,0,0.7174060286950873,-0.3865605851094317
2023-10-25,0.0,0,0.7174060286950873,-0.3865605851094317
2023-11-01,0.0,0,0.7174060286950873,-0.3865605851094317
2023-11-08,0.0,0,0.7174060286950873,-0.3865605851094317
2023-11-15,0.0,0,0.7174060286950873,-0.3865605851094317
2023-11-22,0.0,0,0.7174060286950873,-0.3865605851094317
2023-11-29,0.0,0,0.7174060286950873,-0.3865605851094317
2023-12-06,0.0,0,0.7174060286950873,-0.3865605851094317
2023-12-13,0.0,0,0.7174060286950873,-0.3865605851094317
2023-12-20,0.0,0,0.7174060286950873,-0.3865605851094317
2023-12-27,0.0,0,0.7174060286950873,-0.3865605851094317
2024-01-03,0.0,0,0.7174060286950873,-0.3865605851094317
2024-01-10,0.0,0,0.7174060286950873,-0.3865605851094317
2024-01-17,0.0,0,0.7174060286950873,-0.3865605851094317
2024-01-24,0.0,0,0.7174060286950873,-0.3865605851094317
2024-01-31,0.0,0,0.7174060286950873,-0.3865605851094317
2024-02-07,0.0,0,0.7174060286950873,-0.3865605851094317
2024-02-14,0.0,0,0.7174060286950873,-0.3865605851094317
2024-02-21,0.0,0,0.7174060286950873,-0.3865605851094317
2024-02-28,0.0,0,0.7174060286950873,-0.3865605851094317
2024-03-06,0.0,0,0.7174060286950873,-0.3865605851094317
2024-03-13,0.0,0,0.7174060286950873,-0.3865605851094317
2024-03-20,0.0,0,0.7174060286950873,-0.3865605851094317
2024-03-27,0.0,0,0.7174060286950873,-0.3865605851094317
2024-04-03,0.0,0,0.7174060286950873,-0.3865605851094317
2024-04-10,0.0,0,0.7174060286950873,-0.3865605851094317
2024-04-17,0.0,0,0.7174060286950873,-0.3865605851094317
2024-04-24,0.0,0,0.7174060286950873,-0.3865605851094317
2024-05-01,0.0,0,0.7174060286950873,-0.3865605851094317
2024-05-08,0.0,0,0.7174060286950873,-0.3865605851094317
2024-05-15,0.0,0,0.7174060286950873,-0.3865605851094317
2024-05-22,0.0,0,0.7174060286950873,-0.3865605851094317
2024-05-29,0.0,0,0.7174060286950873,-0.3865605851094317
2024-06-05,0.0,0,0.7174060286950873,-0.3865605851094317
2024-06-12,0.0,0,0.7174060286950873,-0.3865605851094317
2024-06-19,0.0,0,0.7174060286950873,-0.3865605851094317
2024-06-26,0.0,0,0.7174060286950873,-0.3865605851094317
2024-07-03,0.0,0,0.7174060286950873,-0.3865605851094317
2024-07-10,0.0,0,0.7174060286950873,-0.3865605851094317
2024-07-17,0.0,0,0.7174060286950873,-0.3865605851094317
2024-07-24,0.0,0,0.7174060286950873,-0.3865605851094317
2024-07-31,0.0,0,0.7174060286950873,-0.3865605851094317
2024-08-07,0.0,0,0.7174060286950873,-0.3865605851094317
2024-08-14,0.0,0,0.7174060286950873,-0.3865605851094317
2024-08-21,0.0,0,0.7174060286950873,-0.3865605851094317
2024-08-28,0.0,0,0.7174060286950873,-0.3865605851094317
2024-09-04,0.0,0,0.7174060286950873,-0.3865605851094317
2024-09-11,0.0,0,0.7174060286950873,-0.3865605851094317
2024-09-18,0.0,0,0.7174060286950873,-0.3865605851094317
2024-09-25,0.0,0,0.7174060286950873,-0.3865605851094317
2024-10-02,0.0,0,0.7174060286950873,-0.3865605851094317
2024-10-09,0.0,0,0.7174060286950873,-0.3865605851094317
2024-10-16,0.0,0,0.7174060286950873,-0.3865605851094317
2024-10-23,0.0,0,0.7174060286950873,-0.3865605851094317
2024-10-30,0.0,0,0.7174060286950873,-0.3865605851094317
2024-11-06,0.0,0,0.7174060286950873,-0.3865605851094317
2024-11-13,0.0,0,0.7174060286950873,-0.3865605851094317
2024-11-20,0.0,0,0.7174060286950873,-0.3865605851094317
2024-11-27,0.0,0,0.7174060286950873,-0.3865605851094317
2024-12-04,0.0,0,0.7174060286950873,-0.3865605851094317
2024-12-11,0.0,0,0.7174060286950873,-0.3865605851094317
2024-12-18,0.0,0,0.7174060286950873,-0.3865605851094317
2024-12-25,0.0,0,0.7174060286950873,-0.3865605851094317
2025-01-01,0.0,0,0.7174060286950873,-0.3865605851094317
2025-01-15,0.0,0,0.7174060286950873,-0.3865605851094317
2025-01-22,0.0,0,0.7174060286950873,-0.3865605851094317
2025-01-29,0.0,0,0.7174060286950873,-0.3865605851094317
2025-02-05,0.0,0,0.7174060286950873,-0.3865605851094317
2025-02-12,0.0,0,0.7174060286950873,-0.3865605851094317
2025-02-19,0.0,0,0.7174060286950873,-0.3865605851094317
2025-02-26,0.0,0,0.7174060286950873,-0.3865605851094317
2025-03-05,0.0,0,0.7174060286950873,-0.3865605851094317
2025-03-12,0.0,0,0.7174060286950873,-0.3865605851094317
2025-03-19,0.0,0,0.7174060286950873,-0.3865605851094317
2025-03-26,0.0,0,0.7174060286950873,-0.3865605851094317
2025-04-02,0.0,0,0.7174060286950873,-0.3865605851094317
2025-04-09,0.0,0,0.7174060286950873,-0.3865605851094317
2025-04-16,0.0,0,0.7174060286950873,-0.3865605851094317
2025-04-23,0.0,0,0.7174060286950873,-0.3865605851094317
2025-04-30,0.0,0,0.7174060286950873,-0.3865605851094317
2025-05-07,0.0,0,0.7174060286950873,-0.3865605851094317
2025-05-14,0.0,0,0.7174060286950873,-0.3865605851094317
2025-05-21,0.0,0,0.7174060286950873,-0.3865605851094317
2025-05-28,0.0,0,0.7174060286950873,-0.3865605851094317
2025-06-04,0.0,0,0.7174060286950873,-0.3865605851094317
2025-06-11,0.0,0,0.7174060286950873,-0.3865605851094317
2025-06-18,0.0,0,0.7174060286950873,-0.3865605851094317
2025-06-25,0.0,0,0.7174060286950873,-0.3865605851094317
2025-07-02,0.0,0,0.7174060286950873,-0.3865605851094317
2025-07-09,0.0,0,0.7174060286950873,-0.3865605851094317
2025-07-16,0.0,0,0.7174060286950873,-0.3865605851094317
2025-07-23,0.0,0,0.7174060286950873,-0.3865605851094317
2025-07-30,0.0,0,0.7174060286950873,-0.3865605851094317
2025-08-06,0.0,0,0.7174060286950873,-0.3865605851094317
2025-08-13,0.0,0,0.7174060286950873,-0.3865605851094317
2025-08-20,0.0,0,0.7174060286950873,-0.3865605851094317
2025-08-27,0.0,0,0.7174060286950873,-0.3865605851094317
2025-09-03,0.0,0,0.7174060286950873,-0.3865605851094317
2025-09-10,0.0,0,0.7174060286950873,-0.3865605851094317
2025-09-17,0.0,0,0.7174060286950873,-0.3865605851094317
2025-09-24,0.0,0,0.7174060286950873,-0.3865605851094317
2025-10-01,0.0,0,0.7174060286950873,-0.3865605851094317
2025-10-08,0.0,0,0.7174060286950873,-0.3865605851094317
2025-10-15,0.0,0,0.7174060286950873,-0.3865605851094317
2025-10-22,0.0,0,0.7174060286950873,-0.3865605851094317
2025-10-29,0.0,0,0.7174060286950873,-0.3865605851094317
2025-11-05,0.0,0,0.7174060286950873,-0.3865605851094317
2025-11-12,0.0,0,0.7174060286950873,-0.3865605851094317
2025-11-19,0.0,0,0.7174060286950873,-0.3865605851094317
2025-11-26,0.0,0,0.7174060286950873,-0.3865605851094317
2025-12-03,0.0,0,0.7174060286950873,-0.3865605851094317
2025-12-10,0.0,0,0.7174060286950873,-0.3865605851094317
2025-12-17,0.0,0,0.7174060286950873,-0.3865605851094317
2025-12-24,0.0,0,0.7174060286950873,-0.3865605851094317
